,game,player_1,player_2,loss_1,loss_2,player_1_opt,player_1_rand,n_star
1248,1249,X,O,0.06596432626247406,0,-1.0,0.658,24000
1498,1499,X,O,0.049304135143756866,0,-1.0,0.652,24000
1748,1749,X,O,0.05632481724023819,0,-1.0,0.732,24000
1998,1999,X,O,0.06238948181271553,0,-1.0,0.698,24000
2248,2249,X,O,0.06342700868844986,0,-1.0,0.748,24000
2498,2499,X,O,0.0952930748462677,0,-1.0,0.748,24000
2748,2749,X,O,0.06894338130950928,0,-0.904,0.828,24000
2998,2999,X,O,0.09098231792449951,0,-1.0,0.796,24000
3248,3249,X,O,0.054364170879125595,0,-0.904,0.832,24000
3498,3499,X,O,0.09661389887332916,0,-0.904,0.824,24000
3748,3749,X,O,0.10697752982378006,0,-0.5,0.77,24000
3998,3999,X,O,0.07409869879484177,0,-0.806,0.826,24000
4248,4249,X,O,0.11654210835695267,0,-1.0,0.832,24000
4498,4499,X,O,0.07758483290672302,0,-0.508,0.758,24000
4748,4749,X,O,0.11780586838722229,0,-0.412,0.752,24000
4998,4999,X,O,0.09050729870796204,0,0.194,0.828,24000
5248,5249,X,O,0.08361835032701492,0,-1.0,0.842,24000
5498,5499,X,O,0.06715378165245056,0,-1.0,0.794,24000
5748,5749,X,O,0.08952490240335464,0,-1.0,0.83,24000
5998,5999,X,O,0.07258756458759308,0,-1.0,0.816,24000
6248,6249,X,O,0.08044908940792084,0,-0.5,0.804,24000
6498,6499,X,O,0.08802889287471771,0,-1.0,0.804,24000
6748,6749,X,O,0.1135159507393837,0,0.0,0.766,24000
6998,6999,X,O,0.0833694115281105,0,-0.396,0.798,24000
7248,7249,X,O,0.0853503942489624,0,-0.5,0.822,24000
7498,7499,X,O,0.09513302147388458,0,0.0,0.774,24000
7748,7749,X,O,0.08410558849573135,0,0.098,0.802,24000
7998,7999,X,O,0.09523258358240128,0,0.098,0.846,24000
8248,8249,X,O,0.0652233213186264,0,0.098,0.81,24000
8498,8499,X,O,0.07627107948064804,0,0.202,0.834,24000
8748,8749,X,O,0.10662108659744263,0,-0.402,0.84,24000
8998,8999,X,O,0.06109171360731125,0,-0.278,0.78,24000
9248,9249,X,O,0.08382026106119156,0,-0.402,0.846,24000
9498,9499,X,O,0.08064679056406021,0,-0.298,0.87,24000
9748,9749,X,O,0.10024913400411606,0,-1.0,0.846,24000
9998,9999,X,O,0.08379913121461868,0,-0.896,0.866,24000
10248,10249,X,O,0.08096875250339508,0,-0.896,0.868,24000
10498,10499,X,O,0.07607932388782501,0,-1.0,0.82,24000
10748,10749,X,O,0.09269087761640549,0,-1.0,0.842,24000
10998,10999,X,O,0.0973387211561203,0,-0.868,0.796,24000
11248,11249,X,O,0.12324845790863037,0,-0.852,0.852,24000
11498,11499,X,O,0.04875609278678894,0,-0.852,0.774,24000
11748,11749,X,O,0.08558334410190582,0,-0.76,0.792,24000
11998,11999,X,O,0.10418359935283661,0,-1.0,0.808,24000
12248,12249,X,O,0.10060900449752808,0,-0.508,0.81,24000
12498,12499,X,O,0.11853175610303879,0,0.0,0.85,24000
12748,12749,X,O,0.07237590849399567,0,0.0,0.83,24000
12998,12999,X,O,0.07682140171527863,0,0.0,0.802,24000
13248,13249,X,O,0.07608979195356369,0,0.0,0.796,24000
13498,13499,X,O,0.06023267284035683,0,0.0,0.738,24000
13748,13749,X,O,0.12726710736751556,0,-1.0,0.87,24000
13998,13999,X,O,0.13294130563735962,0,0.0,0.81,24000
14248,14249,X,O,0.05614064261317253,0,0.0,0.762,24000
14498,14499,X,O,0.0673903152346611,0,-0.636,0.796,24000
14748,14749,X,O,0.06410200148820877,0,-1.0,0.8,24000
14998,14999,X,O,0.07081541419029236,0,0.0,0.752,24000
15248,15249,X,O,0.0757082849740982,0,0.0,0.798,24000
15498,15499,X,O,0.07237815856933594,0,0.0,0.806,24000
15748,15749,X,O,0.09856776893138885,0,-1.0,0.808,24000
15998,15999,X,O,0.09608912467956543,0,-0.624,0.76,24000
16248,16249,X,O,0.13038349151611328,0,-0.308,0.82,24000
16498,16499,X,O,0.12975665926933289,0,-0.628,0.812,24000
16748,16749,X,O,0.07005807757377625,0,-0.446,0.776,24000
16998,16999,X,O,0.07162991166114807,0,-0.496,0.826,24000
17248,17249,X,O,0.07083521783351898,0,-0.76,0.736,24000
17498,17499,X,O,0.0774911642074585,0,-0.658,0.736,24000
17748,17749,X,O,0.11672110855579376,0,-0.644,0.768,24000
17998,17999,X,O,0.07751066237688065,0,-0.908,0.858,24000
18248,18249,X,O,0.09495529532432556,0,-0.418,0.864,24000
18498,18499,X,O,0.07381504774093628,0,-0.76,0.816,24000
18748,18749,X,O,0.1091003566980362,0,-0.748,0.714,24000
18998,18999,X,O,0.07194826006889343,0,-0.696,0.812,24000
19248,19249,X,O,0.08810696750879288,0,-0.908,0.856,24000
19498,19499,X,O,0.08770167082548141,0,-0.696,0.798,24000
19748,19749,X,O,0.07504089176654816,0,0.0,0.768,24000
19998,19999,X,O,0.051894329488277435,0,-0.904,0.792,24000
248,249,X,O,0.0743471309542656,0,-1.0,-0.028,32000
498,499,X,O,0.027107886970043182,0,-1.0,0.532,32000
748,749,X,O,0.057770609855651855,0,-1.0,0.582,32000
998,999,X,O,0.06814005970954895,0,-0.5,0.674,32000
1248,1249,X,O,0.052938029170036316,0,-1.0,0.608,32000
1498,1499,X,O,0.08282885700464249,0,-0.5,0.718,32000
1748,1749,X,O,0.07287721335887909,0,-1.0,0.776,32000
1998,1999,X,O,0.04800877720117569,0,-1.0,0.766,32000
2248,2249,X,O,0.08020557463169098,0,-1.0,0.768,32000
2498,2499,X,O,0.09506397694349289,0,-1.0,0.8,32000
2748,2749,X,O,0.07608288526535034,0,-0.298,0.858,32000
2998,2999,X,O,0.10469244420528412,0,-0.5,0.828,32000
3248,3249,X,O,0.09281525015830994,0,-0.5,0.852,32000
3498,3499,X,O,0.08248984813690186,0,-0.864,0.788,32000
3748,3749,X,O,0.08363477885723114,0,-0.5,0.772,32000
3998,3999,X,O,0.08036550879478455,0,-1.0,0.84,32000
4248,4249,X,O,0.09951937198638916,0,-1.0,0.8,32000
4498,4499,X,O,0.05859830230474472,0,-1.0,0.764,32000
4748,4749,X,O,0.0836506187915802,0,-0.5,0.81,32000
4998,4999,X,O,0.1042405292391777,0,-0.492,0.774,32000
5248,5249,X,O,0.07248283177614212,0,-0.492,0.794,32000
5498,5499,X,O,0.0735851302742958,0,0.0,0.828,32000
5748,5749,X,O,0.06745754927396774,0,-0.404,0.856,32000
5998,5999,X,O,0.07651200145483017,0,-0.404,0.846,32000
6248,6249,X,O,0.07801476120948792,0,0.0,0.848,32000
6498,6499,X,O,0.07923875749111176,0,0.0,0.846,32000
6748,6749,X,O,0.10052236169576645,0,0.0,0.834,32000
6998,6999,X,O,0.09084051847457886,0,0.0,0.816,32000
7248,7249,X,O,0.09932635724544525,0,0.0,0.814,32000
7498,7499,X,O,0.11959721148014069,0,0.0,0.812,32000
7748,7749,X,O,0.13430553674697876,0,0.104,0.822,32000
7998,7999,X,O,0.07309120893478394,0,0.0,0.81,32000
8248,8249,X,O,0.09145868569612503,0,0.096,0.814,32000
8498,8499,X,O,0.11850176751613617,0,0.096,0.746,32000
8748,8749,X,O,0.08909419178962708,0,-0.904,0.79,32000
8998,8999,X,O,0.0762643963098526,0,-0.904,0.784,32000
9248,9249,X,O,0.06245345249772072,0,-1.0,0.744,32000
9498,9499,X,O,0.09571216255426407,0,0.0,0.806,32000
9748,9749,X,O,0.08235472440719604,0,-1.0,0.856,32000
9998,9999,X,O,0.09688888490200043,0,-0.5,0.76,32000
10248,10249,X,O,0.061879198998212814,0,-0.5,0.84,32000
10498,10499,X,O,0.08310583978891373,0,0.0,0.686,32000
10748,10749,X,O,0.09193876385688782,0,-1.0,0.792,32000
10998,10999,X,O,0.0718517005443573,0,-0.508,0.74,32000
11248,11249,X,O,0.06763964891433716,0,-1.0,0.784,32000
11498,11499,X,O,0.08375420421361923,0,-1.0,0.804,32000
11748,11749,X,O,0.06293265521526337,0,0.0,0.768,32000
11998,11999,X,O,0.07912927865982056,0,-1.0,0.844,32000
12248,12249,X,O,0.07445601373910904,0,0.0,0.818,32000
12498,12499,X,O,0.07795968651771545,0,0.0,0.756,32000
12748,12749,X,O,0.06973733007907867,0,0.0,0.83,32000
12998,12999,X,O,0.07683064043521881,0,0.0,0.852,32000
13248,13249,X,O,0.08950196206569672,0,0.0,0.842,32000
13498,13499,X,O,0.09005240350961685,0,0.0,0.824,32000
13748,13749,X,O,0.09133689105510712,0,0.0,0.834,32000
13998,13999,X,O,0.07940660417079926,0,0.098,0.83,32000
14248,14249,X,O,0.05890161544084549,0,-0.738,0.812,32000
14498,14499,X,O,0.1369423270225525,0,0.0,0.788,32000
14748,14749,X,O,0.04094598442316055,0,0.202,0.818,32000
14998,14999,X,O,0.08242984116077423,0,-0.396,0.76,32000
15248,15249,X,O,0.06964349001646042,0,0.0,0.796,32000
15498,15499,X,O,0.07260163873434067,0,-1.0,0.824,32000
15748,15749,X,O,0.07450598478317261,0,0.0,0.738,32000
15998,15999,X,O,0.06496380269527435,0,0.0,0.822,32000
16248,16249,X,O,0.07478080689907074,0,0.0,0.824,32000
16498,16499,X,O,0.08352875709533691,0,0.104,0.808,32000
16748,16749,X,O,0.06760859489440918,0,0.098,0.822,32000
16998,16999,X,O,0.06636673212051392,0,0.0,0.818,32000
17248,17249,X,O,0.07244398444890976,0,0.0,0.814,32000
17498,17499,X,O,0.09324706345796585,0,0.0,0.81,32000
17748,17749,X,O,0.060179293155670166,0,0.0,0.808,32000
17998,17999,X,O,0.1427740752696991,0,0.0,0.808,32000
18248,18249,X,O,0.08344487100839615,0,0.0,0.83,32000
18498,18499,X,O,0.07912834733724594,0,0.0,0.794,32000
18748,18749,X,O,0.07044124603271484,0,0.104,0.8,32000
18998,18999,X,O,0.05451742187142372,0,-1.0,0.808,32000
19248,19249,X,O,0.07552936673164368,0,-0.896,0.814,32000
19498,19499,X,O,0.07700859010219574,0,-1.0,0.858,32000
19748,19749,X,O,0.0408562570810318,0,0.096,0.82,32000
19998,19999,X,O,0.044609081000089645,0,-1.0,0.882,32000
248,249,X,O,0.049956902861595154,0,-1.0,-0.4,40000
498,499,X,O,0.049388427287340164,0,-0.5,0.286,40000
748,749,X,O,0.07253490388393402,0,-1.0,0.464,40000
998,999,X,O,0.04121083766222,0,-1.0,0.568,40000
1248,1249,X,O,0.07636256515979767,0,-1.0,0.7,40000
1498,1499,X,O,0.06840617209672928,0,-1.0,0.724,40000
1748,1749,X,O,0.0709092915058136,0,-1.0,0.816,40000
1998,1999,X,O,0.08138449490070343,0,-1.0,0.764,40000
2248,2249,X,O,0.07487687468528748,0,-1.0,0.762,40000
2498,2499,X,O,0.06974925100803375,0,-0.5,0.764,40000
2748,2749,X,O,0.07130083441734314,0,-0.492,0.738,40000
2998,2999,X,O,0.08729716390371323,0,-0.5,0.834,40000
3248,3249,X,O,0.06549593806266785,0,-0.5,0.822,40000
3498,3499,X,O,0.10973981022834778,0,-0.5,0.752,40000
3748,3749,X,O,0.08999709039926529,0,-1.0,0.75,40000
3998,3999,X,O,0.07199519872665405,0,-0.902,0.84,40000
4248,4249,X,O,0.07412334531545639,0,-1.0,0.784,40000
4498,4499,X,O,0.0921974703669548,0,-1.0,0.858,40000
4748,4749,X,O,0.057791486382484436,0,-1.0,0.846,40000
4998,4999,X,O,0.08031320571899414,0,-0.306,0.828,40000
5248,5249,X,O,0.08125361055135727,0,-1.0,0.81,40000
5498,5499,X,O,0.11849573254585266,0,-0.904,0.828,40000
5748,5749,X,O,0.05991760641336441,0,-1.0,0.792,40000
5998,5999,X,O,0.07796557992696762,0,-1.0,0.792,40000
6248,6249,X,O,0.07717441022396088,0,-1.0,0.806,40000
6498,6499,X,O,0.06310446560382843,0,-0.5,0.836,40000
6748,6749,X,O,0.08505354076623917,0,-1.0,0.804,40000
6998,6999,X,O,0.05955883860588074,0,-1.0,0.86,40000
7248,7249,X,O,0.0737748071551323,0,-0.902,0.824,40000
7498,7499,X,O,0.06229633465409279,0,-0.798,0.81,40000
7748,7749,X,O,0.0762624517083168,0,-1.0,0.84,40000
7998,7999,X,O,0.09139384329319,0,-1.0,0.838,40000
8248,8249,X,O,0.06346479058265686,0,-1.0,0.792,40000
8498,8499,X,O,0.08322113752365112,0,-1.0,0.794,40000
8748,8749,X,O,0.06951986998319626,0,0.202,0.858,40000
8998,8999,X,O,0.09752247482538223,0,-0.798,0.896,40000
9248,9249,X,O,0.08432213962078094,0,-1.0,0.822,40000
9498,9499,X,O,0.06413823366165161,0,-0.604,0.82,40000
9748,9749,X,O,0.10368681699037552,0,-1.0,0.822,40000
9998,9999,X,O,0.08278949558734894,0,-0.798,0.792,40000
10248,10249,X,O,0.05347833037376404,0,-0.798,0.792,40000
10498,10499,X,O,0.08627371490001678,0,-0.402,0.882,40000
10748,10749,X,O,0.08382745087146759,0,-0.798,0.856,40000
10998,10999,X,O,0.07659686356782913,0,-0.904,0.86,40000
11248,11249,X,O,0.09296150505542755,0,-1.0,0.774,40000
11498,11499,X,O,0.0842360407114029,0,-0.904,0.852,40000
11748,11749,X,O,0.08147867023944855,0,-0.806,0.84,40000
11998,11999,X,O,0.10870790481567383,0,0.0,0.732,40000
12248,12249,X,O,0.059561628848314285,0,-0.798,0.782,40000
12498,12499,X,O,0.10900026559829712,0,0.0,0.808,40000
12748,12749,X,O,0.07766102254390717,0,-1.0,0.854,40000
12998,12999,X,O,0.05323070287704468,0,-0.7,0.84,40000
13248,13249,X,O,0.07227249443531036,0,-0.798,0.794,40000
13498,13499,X,O,0.07186383754014969,0,0.0,0.738,40000
13748,13749,X,O,0.0778447687625885,0,0.202,0.784,40000
13998,13999,X,O,0.07863596081733704,0,0.0,0.792,40000
14248,14249,X,O,0.0711497962474823,0,0.0,0.812,40000
14498,14499,X,O,0.10538370162248611,0,0.0,0.78,40000
14748,14749,X,O,0.08756686747074127,0,-0.798,0.768,40000
14998,14999,X,O,0.07536919414997101,0,0.0,0.772,40000
15248,15249,X,O,0.09231632947921753,0,0.3,0.782,40000
15498,15499,X,O,0.08350765705108643,0,0.396,0.728,40000
15748,15749,X,O,0.06051892787218094,0,0.194,0.788,40000
15998,15999,X,O,0.09288333356380463,0,0.0,0.796,40000
16248,16249,X,O,0.0863959863781929,0,-0.806,0.742,40000
16498,16499,X,O,0.057891666889190674,0,-0.806,0.838,40000
16748,16749,X,O,0.06534264236688614,0,0.396,0.8,40000
16998,16999,X,O,0.09268960356712341,0,-1.0,0.822,40000
17248,17249,X,O,0.09948821365833282,0,0.0,0.788,40000
17498,17499,X,O,0.09890736639499664,0,0.096,0.792,40000
17748,17749,X,O,0.12284386157989502,0,0.194,0.846,40000
17998,17999,X,O,0.10410003364086151,0,0.194,0.73,40000
18248,18249,X,O,0.08935809135437012,0,0.0,0.83,40000
18498,18499,X,O,0.09229521453380585,0,0.0,0.818,40000
18748,18749,X,O,0.08810624480247498,0,0.194,0.804,40000
18998,18999,X,O,0.06381860375404358,0,0.0,0.816,40000
19248,19249,X,O,0.08445362746715546,0,0.0,0.788,40000
19498,19499,X,O,0.08451209217309952,0,0.0,0.752,40000
19748,19749,X,O,0.10822805762290955,0,0.0,0.802,40000
19998,19999,X,O,0.06650471687316895,0,0.0,0.816,40000
